Code,Name,ParentCategoryCode,ParentCategoryName,ParentCategoryDescription
28217,NM Food Security Appropriation / Statewide Hunger Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28218,Law Enforcement Protection Fund (LEFP),20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28219,ECECD - 3 Year old Pre-K students program,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28220,Youth Development Program,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28221,Public School Kitchen Infrastructure FY24 and FY25,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28222,FY24 FFA chapters through NMSU,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28223,FY24 reg 2023 HB2 Ch 210 pg 227 Aldo Leopoldo,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28224,FY25 26 NCNMED/Mesa Vista-CTE initiatives across primary and secondary ed settings,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28225,FY25 26 SENMED/Agricultural Initiatives Programs,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28226,FY25 26 SWNMCoG/Art and Cultural Programs,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28227,"FY2526 SWNMCoG, libraries, education, social health for abuse in Grants, Hidalgo, Catron",20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
28228,FY26 FY27 Special Education Hard to Staff Position,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29000,Combined State/Local Grants,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29101,RCC Donations,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29102,Private Dir Grants (Categorical),20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29103,Teen Pregnancy,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29104,Teen Center (Student Health),20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29105,Substance Abuse Ed,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29106,WLV/NMHU Center for Child & Family,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29107,City/County Grants,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29108,Basic American Foods,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29109,Caprock Wind Project,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29110,"Math, Engr, Science & Achievement, Inc",20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29111,Project Forward CYFD,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29112,Re: Learning New Mexico,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29113,Honeywell,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29114,McCune Charitable Foundation,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29115,Transportation-Related Grants,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29116,NM Elem Network Center UNM,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29117,Healthy Prntship for Children SFPS,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29118,Hondo Comm Project/Medical Center DOH,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29119,Gadsden Child Dev Ctr & Day Care,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29120,Pecos Academy of Envir Science & Tech,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29121,Alb Hispano Chamber of Commerce,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29122,Mid Rio Grande Collab/Ed Excellence,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29123,Maxwell Wellness Center,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29124,Sangre de Cristo Commun/School Consortium,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29125,Silver Wellness Center,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29126,Las Vegas Health Ed & Awareness,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29127,Reading Recovery,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29128,Anderson Charitable Found,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29129,Florida Power & Light,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29130,School Based Health Center,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29131,Behavioral Health Services-Med Asst Div/DOH,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29132,New Mexico/Microsoft Partners in Learning,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29133,Vocational Education Facility,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29134,Wind Farm Projects,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29135,Bonds/TIF (Tax Increment Financing) Payments In Lieu of Taxes,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29136,Tri County Juvenile Justice PILT,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29137,New Mexico Forum for Youth in Community,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
29138,NISN - High Quality Charter Schools,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
30000,Capital Project Funds,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31100,GO Bond Building,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31120,Teacherage Bond Building,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31200,Public School Capital Outlay,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31300,Special Capital Outlay-Local,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31400,Special Capital Outlay-State,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31500,Special Capital Outlay-Federal,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31600,Capital Improvements HB-33,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31700,Capital Improvements SB-9,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31701,Capital Improvements SB-9 Local,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31703,SB-9 State Match Cash,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31800,Energy Efficiency Act,30000,CAPITAL PROJECTS FUNDS,These funds are used to account for financial resources for acquisition or construction of major capital facilities (other than those acquired or constructed from Proprietary or Trust funds). The most common source of capital projects funding is the sale of bonds or other capital financing instruments. A separate fund may be used for each capital project or one fund may be used. There is generally a limited number of this type of fund. The specific Capital Project Funds designated by PED for use by school districts and charter schools are as follows:
31900,Ed. Technology Equipment Act,31900,Ed,Technology Equipment Act
32100,Public School Cap. Outlay-20%,32100,Public School Cap,Outlay – 20%
40000,Debt Service Funds,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
41000,GO Debt Services,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
41200,Teacherage Bond Debt Services,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
41800,EE Bond Debt Services,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
42000,Deferred Sick Leave,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
43000,ETN Debt Services,40000,DEBT SERVICE FUNDS,"These funds are used to account for the accumulation of resources for, and the payment of, general long-term debt principal and interest. There is generally a limited number of this type of fund. The specific Debt Service Funds designated by PED for use by school districts and charter schools are as follows:"
60000,Enterprise Fund,60000,ENTERPRISE FUND,"These funds may be used to account for any activity for which a fee is charged to external users for goods or services. Enterprise funds are required to be used to account for any activity whose principal revenue sources meet any of the following criteria: 1. Debt is backed solely by revenues from fees and charges (does not include debt that is backed by the full faith and credit of the school district or charter school). 2. There is a legal requirement to recover costs through fees and charges. 3. There has been a policy decision by the governing board to recover the costs of providing services through fees or charges. Some examples of enterprise funds are activities such as a supplemental food service program, a bookstore operation, the athletic stadium, parking structure fees, or the community swimming pool. Enterprise activities are generally self-contained and subsist on their own revenues. There is generally a limited number of this type of fund. PED has designated Enterprise Funds for reporting on the Cash Report. The specific Enterprise Funds are NOT designated by PED for use by school districts and charter schools. The budget entities roll-up their specific enterprise funds into the OBMS 60000 fund for reporting and budgeting purposes."
60010,KANW Radio Station (APS),60000,ENTERPRISE FUND,"These funds may be used to account for any activity for which a fee is charged to external users for goods or services. Enterprise funds are required to be used to account for any activity whose principal revenue sources meet any of the following criteria: 1. Debt is backed solely by revenues from fees and charges (does not include debt that is backed by the full faith and credit of the school district or charter school). 2. There is a legal requirement to recover costs through fees and charges. 3. There has been a policy decision by the governing board to recover the costs of providing services through fees or charges. Some examples of enterprise funds are activities such as a supplemental food service program, a bookstore operation, the athletic stadium, parking structure fees, or the community swimming pool. Enterprise activities are generally self-contained and subsist on their own revenues. There is generally a limited number of this type of fund. PED has designated Enterprise Funds for reporting on the Cash Report. The specific Enterprise Funds are NOT designated by PED for use by school districts and charter schools. The budget entities roll-up their specific enterprise funds into the OBMS 60000 fund for reporting and budgeting purposes."
60050,Graphics Enterprise (APS),60000,ENTERPRISE FUND,"These funds may be used to account for any activity for which a fee is charged to external users for goods or services. Enterprise funds are required to be used to account for any activity whose principal revenue sources meet any of the following criteria: 1. Debt is backed solely by revenues from fees and charges (does not include debt that is backed by the full faith and credit of the school district or charter school). 2. There is a legal requirement to recover costs through fees and charges. 3. There has been a policy decision by the governing board to recover the costs of providing services through fees or charges. Some examples of enterprise funds are activities such as a supplemental food service program, a bookstore operation, the athletic stadium, parking structure fees, or the community swimming pool. Enterprise activities are generally self-contained and subsist on their own revenues. There is generally a limited number of this type of fund. PED has designated Enterprise Funds for reporting on the Cash Report. The specific Enterprise Funds are NOT designated by PED for use by school districts and charter schools. The budget entities roll-up their specific enterprise funds into the OBMS 60000 fund for reporting and budgeting purposes."
